name,url
Shadday Potkin,https://starwars.fandom.com//wiki/Shadday_Potkin
Prokreisha,https://starwars.fandom.com//wiki/Prokreisha
Ulic Qel-Droma's Jedi Master,https://starwars.fandom.com//wiki/Ulic_Qel-Droma%27s_Jedi_Master
Radorm,https://starwars.fandom.com//wiki/Radorm
Oppo Rancisis,https://starwars.fandom.com//wiki/Oppo_Rancisis
Bolla Ropal,https://starwars.fandom.com//wiki/Bolla_Ropal
Aayla Secura,https://starwars.fandom.com//wiki/Aayla_Secura
J'oopi Shé,https://starwars.fandom.com//wiki/J%27oopi_Sh%C3%A9
Sifo-Dyas,https://starwars.fandom.com//wiki/Sifo-Dyas
Tera Sinube,https://starwars.fandom.com//wiki/Tera_Sinube
Luke Skywalker,https://starwars.fandom.com//wiki/Luke_Skywalker
Rey Skywalker,https://starwars.fandom.com//wiki/Rey_Skywalker
Ferleen Snee,https://starwars.fandom.com//wiki/Ferleen_Snee
Sskeer,https://starwars.fandom.com//wiki/Sskeer
Douglas Sunvale,https://starwars.fandom.com//wiki/Douglas_Sunvale
Suu-Tonn,https://starwars.fandom.com//wiki/Suu-Tonn
T'alla/Canon,https://starwars.fandom.com//wiki/T%27alla/Canon
Jaro Tapal,https://starwars.fandom.com//wiki/Jaro_Tapal
Tenth Brother,https://starwars.fandom.com//wiki/Tenth_Brother
Tholme,https://starwars.fandom.com//wiki/Tholme
Thorpe,https://starwars.fandom.com//wiki/Thorpe
Shaak Ti,https://starwars.fandom.com//wiki/Shaak_Ti
Saesee Tiin,https://starwars.fandom.com//wiki/Saesee_Tiin
Tiplar,https://starwars.fandom.com//wiki/Tiplar
Tiplee,https://starwars.fandom.com//wiki/Tiplee
J'ilk Torlin,https://starwars.fandom.com//wiki/J%27ilk_Torlin
Tosan,https://starwars.fandom.com//wiki/Tosan
Coleman Trebor,https://starwars.fandom.com//wiki/Coleman_Trebor
Trennis,https://starwars.fandom.com//wiki/Trennis
Tu-Anh,https://starwars.fandom.com//wiki/Tu-Anh
Nes Ukul's master,https://starwars.fandom.com//wiki/Nes_Ukul%27s_master
Luminara Unduli,https://starwars.fandom.com//wiki/Luminara_Unduli
Unidentified Finhead Jedi,https://starwars.fandom.com//wiki/Unidentified_Finhead_Jedi
Uvell,https://starwars.fandom.com//wiki/Uvell
Kez Velaz,https://starwars.fandom.com//wiki/Kez_Velaz
Veleckra,https://starwars.fandom.com//wiki/Veleckra
Broden Kel Verdox,https://starwars.fandom.com//wiki/Broden_Kel_Verdox
Vonkhel,https://starwars.fandom.com//wiki/Vonkhel
Quinlan Vos,https://starwars.fandom.com//wiki/Quinlan_Vos
Mace Windu,https://starwars.fandom.com//wiki/Mace_Windu
Wishan,https://starwars.fandom.com//wiki/Wishan
Wiwa,https://starwars.fandom.com//wiki/Wiwa
Phin-Law Wo,https://starwars.fandom.com//wiki/Phin-Law_Wo
Yaddle,https://starwars.fandom.com//wiki/Yaddle
Yoda,https://starwars.fandom.com//wiki/Yoda
Va Zhurro,https://starwars.fandom.com//wiki/Va_Zhurro
